English Name,Product Code,Product Name,Territory Code,Territory Name,Sales Value,Credit Value,Net Sales Value,Sales,Bonus,Year,Month
 ك.عملاء الغربية 1,20879,سى اتش الفا بلس 10 كيس,296A10,سمنود,270.175,0,270.175,1,0,2025,5
 ك.عملاء الغربية 1,20879,سى اتش الفا بلس 10 كيس,341A9,طنطا,46740.275,-1080.7,45659.575,161,8,2025,5
 ك.عملاء الغربية 1,20879,سى اتش الفا بلس 10 كيس,378A9,كفرالزيات,540.35,0,540.35,2,0,2025,5
 ك.عملاء الغربية 1,32059,فورتيبون 10 اكياس,158A10,المحلة الكبري,1173.332,0,1173.332,4,0,2025,5
 ك.عملاء الغربية 1,32059,فورتيبون 10 اكياس,341A9,طنطا,3226.663,0,3226.663,11,0,2025,5
 ك.عملاء الغربية 1,6414,كيفين تك بلاستر 7 قطع,102A9,السنطة,374,0,374,5,0,2025,5
 ك.عملاء الغربية 1,6414,كيفين تك بلاستر 7 قطع,158A10,المحلة الكبري,9350,-149.6,9200.4,123,0,2025,5
 ك.عملاء الغربية 1,6414,كيفين تك بلاستر 7 قطع,194C15,امبابة 1,1122,0,1122,15,0,2025,5
 ك.عملاء الغربية 1,6414,كيفين تك بلاستر 7 قطع,214A10,بسيون,299.2,0,299.2,4,0,2025,5
 ك.عملاء الغربية 1,6414,كيفين تك بلاستر 7 قطع,279A10,زفتى,523.6,0,523.6,7,0,2025,5
 ك.عملاء الغربية 1,6414,كيفين تك بلاستر 7 قطع,296A10,سمنود,224.4,0,224.4,3,0,2025,5
 ك.عملاء الغربية 1,6414,كيفين تك بلاستر 7 قطع,341A9,طنطا,4936.8,0,4936.8,66,0,2025,5
 ك.عملاء الغربية 1,6414,كيفين تك بلاستر 7 قطع,365A10,قطور,748,0,748,10,0,2025,5
 ك.عملاء الغربية 1,6414,كيفين تك بلاستر 7 قطع,378A9,كفرالزيات,822.8,0,822.8,11,0,2025,5
Chain - Alex & Delta,13167,جنجيجيل 20 مل,131A3,العطارين-الاسكندرية,1273.685,0,1273.685,5,0,2025,5
Chain - Alex & Delta,13167,جنجيجيل 20 مل,178A11,المنصورة,2547.37,0,2547.37,10,0,2025,5
Chain - Alex & Delta,19252,جنجيجيل تيثينج 20 مل,178A11,المنصورة,9093.323,0,9093.323,31,0,2025,5
Chain - Alex & Delta,19252,جنجيجيل تيثينج 20 مل,297A3,سموحه,10266.655,0,10266.655,35,0,2025,5
Chain - Alex & Delta,19252,جنجيجيل تيثينج 20 مل,337A11,طلخا,1466.665,0,1466.665,5,0,2025,5
Chain - Alex & Delta,19252,جنجيجيل تيثينج 20 مل,398A3,محرم بك,586.666,0,586.666,2,0,2025,5
Chain - Alex & Delta,19252,جنجيجيل تيثينج 20 مل,400A4,محطه الرمل,879.999,0,879.999,3,0,2025,5
Chain - Alex & Delta,13168,جنجيجيل غسول للفم 150 مل,297A3,سموحه,13508.75,0,13508.75,50,0,2025,5
Chain - Alex & Delta,13168,جنجيجيل غسول للفم 150 مل,398A3,محرم بك,810.525,0,810.525,3,0,2025,5
Chain - Alex & Delta,13168,جنجيجيل غسول للفم 150 مل,400A4,محطه الرمل,2701.75,0,2701.75,10,0,2025,5
Chain - Alex & Delta,8801,سى اتش الفا 10 كيس,131A3,العطارين-الاسكندرية,1018.948,0,1018.948,4,0,2025,5
Chain - Alex & Delta,8801,سى اتش الفا 10 كيس,297A3,سموحه,5349.477,-5349.477,0,0,0,2025,5
Chain - Alex & Delta,8801,سى اتش الفا 10 كيس,387A2,لوران,1018.948,-509.474,509.474,2,0,2025,5
Chain - Alex & Delta,8801,سى اتش الفا 10 كيس,398A3,محرم بك,54004.244,0,54004.244,200,12,2025,5
Chain - Alex & Delta,8801,سى اتش الفا 10 كيس,411C5,مساكن شيراتون,1273.685,0,1273.685,5,0,2025,5
Chain - Alex & Delta,20879,سى اتش الفا بلس 10 كيس,131A3,العطارين-الاسكندرية,1891.225,0,1891.225,7,0,2025,5
Chain - Alex & Delta,20879,سى اتش الفا بلس 10 كيس,297A3,سموحه,810.525,0,810.525,3,0,2025,5
Chain - Alex & Delta,20879,سى اتش الفا بلس 10 كيس,337A11,طلخا,28638.55,0,28638.55,100,6,2025,5
Chain - Alex & Delta,20879,سى اتش الفا بلس 10 كيس,398A3,محرم بك,114554.2,0,114554.2,400,24,2025,5
Chain - Alex & Delta,20879,سى اتش الفا بلس 10 كيس,400A4,محطه الرمل,234782.075,0,234782.075,820,49,2025,5
Chain - Alex & Delta,20879,سى اتش الفا بلس 10 كيس,40A3,الابراهيميه,5673.675,0,5673.675,20,1,2025,5
Chain - Alex & Delta,32059,فورتيبون 10 اكياس,106A2,السيوف,1466.665,0,1466.665,5,0,2025,5
Chain - Alex & Delta,32059,فورتيبون 10 اكياس,131A3,العطارين-الاسكندرية,586.666,0,586.666,2,0,2025,5
Chain - Alex & Delta,32059,فورتيبون 10 اكياس,178A11,المنصورة,17599.98,0,17599.98,60,0,2025,5
Chain - Alex & Delta,32059,فورتيبون 10 اكياس,297A3,سموحه,30799.965,0,30799.965,100,5,2025,5
Chain - Alex & Delta,32059,فورتيبون 10 اكياس,400A4,محطه الرمل,73039.917,0,73039.917,249,0,2025,5
Chain - Alex & Delta,32059,فورتيبون 10 اكياس,457A3,وابورالمياه,586.666,0,586.666,2,0,2025,5
Chain - Alex & Delta,6414,كيفين تك بلاستر 7 قطع,131A3,العطارين-الاسكندرية,897.6,0,897.6,12,0,2025,5
Chain - Alex & Delta,6414,كيفين تك بلاستر 7 قطع,133A5,العوايد,748,0,748,10,0,2025,5
Chain - Alex & Delta,6414,كيفين تك بلاستر 7 قطع,178A11,المنصورة,58718,-149.6,58568.4,783,0,2025,5
Chain - Alex & Delta,6414,كيفين تك بلاستر 7 قطع,191A4,الورديان,2244,0,2244,30,0,2025,5
Chain - Alex & Delta,6414,كيفين تك بلاستر 7 قطع,232A3,بولكلى,3740,0,3740,50,0,2025,5
Chain - Alex & Delta,6414,كيفين تك بلاستر 7 قطع,297A3,سموحه,34557.6,0,34557.6,462,0,2025,5
Chain - Alex & Delta,6414,كيفين تك بلاستر 7 قطع,309A6,سيدى جابر,1496,0,1496,20,0,2025,5
Chain - Alex & Delta,6414,كيفين تك بلاستر 7 قطع,337A11,طلخا,1122,0,1122,15,0,2025,5
Chain - Alex & Delta,6414,كيفين تك بلاستر 7 قطع,398A3,محرم بك,3740,0,3740,50,0,2025,5
Chain - Alex & Delta,6414,كيفين تك بلاستر 7 قطع,400A4,محطه الرمل,2393.6,0,2393.6,32,0,2025,5
Chain - Alex & Delta,6414,كيفين تك بلاستر 7 قطع,461C10,وسط القاهرة,1122,0,1122,15,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,1007C7,مدينة العبور,16557.905,-4330.529,12227.376,48,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,154C5,الكلية الحربية,1273.685,0,1273.685,5,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,155C5,الكوربة,2037.896,0,2037.896,8,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,167C14,المعادى الجديدة,2547.37,0,2547.37,10,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,181C15,المهندسين,19105.275,0,19105.275,75,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,187C11,الهرم 1,1783.159,0,1783.159,7,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,188C13,الهرم 2 /فيصل,764.211,0,764.211,3,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,246C4,حدائق القبة,254.737,0,254.737,1,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,277C10,روض الفرج,509.474,0,509.474,2,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,280C6,زهراء مدينة نصر,4330.529,0,4330.529,17,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,2C11,اكتوبر 6,15029.483,0,15029.483,59,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,315C5,شارع الميرغنى,4840.003,0,4840.003,19,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,316C10,شارع شبرا وتفرعاته ا,1273.685,0,1273.685,5,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,405C7,مدينة السلام,254.737,0,254.737,1,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,406C6,مدينة نصر 1,5349.477,0,5349.477,21,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,407C6,مدينة نصر 2,8406.321,-254.737,8151.584,32,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,412C17,مسرح البالون/العجوزة,4330.529,-1273.685,3056.844,12,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,440C5,ميدان الحجاز,764.211,0,764.211,3,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,63C12,الجيزة,23690.541,0,23690.541,93,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,81C13,الدقى/بين السريات,2547.37,0,2547.37,10,0,2025,5
Chain - Cairo & Giza,13167,جنجيجيل 20 مل,86A13,الروضة,764.211,0,764.211,3,0,2025,5
Chain - Cairo & Giza,19252,جنجيجيل تيثينج 20 مل,1007C7,مدينة العبور,1759.998,0,1759.998,6,0,2025,5
Chain - Cairo & Giza,19252,جنجيجيل تيثينج 20 مل,170C6,المقطم/ الابجي,879.999,0,879.999,3,0,2025,5
Chain - Cairo & Giza,19252,جنجيجيل تيثينج 20 مل,181C15,المهندسين,586.666,0,586.666,2,0,2025,5
Chain - Cairo & Giza,19252,جنجيجيل تيثينج 20 مل,188C11,الهرم 2 / فيصل,586.666,0,586.666,2,0,2025,5
Chain - Cairo & Giza,19252,جنجيجيل تيثينج 20 مل,246C4,حدائق القبة,1759.998,0,1759.998,6,0,2025,5
Chain - Cairo & Giza,19252,جنجيجيل تيثينج 20 مل,280C6,زهراء مدينة نصر,2639.997,0,2639.997,9,0,2025,5
Chain - Cairo & Giza,19252,جنجيجيل تيثينج 20 مل,2C11,اكتوبر 6,4399.995,0,4399.995,15,0,2025,5
Chain - Cairo & Giza,19252,جنجيجيل تيثينج 20 مل,406C6,مدينة نصر 1,1173.332,0,1173.332,4,0,2025,5
Chain - Cairo & Giza,19252,جنجيجيل تيثينج 20 مل,407C6,مدينة نصر 2,7333.325,0,7333.325,25,0,2025,5
Chain - Cairo & Giza,19252,جنجيجيل تيثينج 20 مل,412C17,مسرح البالون/العجوزة,1759.998,0,1759.998,6,0,2025,5
Chain - Cairo & Giza,19252,جنجيجيل تيثينج 20 مل,63C12,الجيزة,19946.644,0,19946.644,68,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,1007C7,مدينة العبور,270.175,0,270.175,1,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,155C5,الكوربة,2701.75,0,2701.75,10,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,162C8,المرج,270.175,0,270.175,1,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,170C6,المقطم/ الابجي,810.525,0,810.525,3,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,181C15,المهندسين,2971.925,0,2971.925,11,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,187C11,الهرم 1,1080.7,0,1080.7,4,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,280C6,زهراء مدينة نصر,2161.4,0,2161.4,8,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,2C11,اكتوبر 6,3512.275,0,3512.275,13,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,315C5,شارع الميرغنى,1621.05,0,1621.05,6,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,406C6,مدينة نصر 1,1621.05,0,1621.05,6,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,407C6,مدينة نصر 2,1621.05,0,1621.05,6,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,412C17,مسرح البالون/العجوزة,4322.8,0,4322.8,16,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,63C12,الجيزة,540.35,0,540.35,2,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,63C13,الجيزة,540.35,0,540.35,2,0,2025,5
Chain - Cairo & Giza,13168,جنجيجيل غسول للفم 150 مل,96C4,الزيتون,810.525,0,810.525,3,0,2025,5
Chain - Cairo & Giza,8801,سى اتش الفا 10 كيس,181C15,المهندسين,4782.099,0,4782.099,20,1,2025,5
Chain - Cairo & Giza,8801,سى اتش الفا 10 كيس,277C10,روض الفرج,2802.107,0,2802.107,11,0,2025,5
Chain - Cairo & Giza,8801,سى اتش الفا 10 كيس,2C11,اكتوبر 6,43050.553,0,43050.553,160,9,2025,5
Chain - Cairo & Giza,8801,سى اتش الفا 10 كيس,320C16,شبرا الخيمة,5349.477,-5349.477,0,0,0,2025,5
Chain - Cairo & Giza,8801,سى اتش الفا 10 كيس,405C7,مدينة السلام,1018.948,0,1018.948,4,0,2025,5
Chain - Cairo & Giza,8801,سى اتش الفا 10 كيس,406C6,مدينة نصر 1,27002.122,0,27002.122,100,6,2025,5
Chain - Cairo & Giza,8801,سى اتش الفا 10 كيس,407C6,مدينة نصر 2,21907.382,0,21907.382,82,4,2025,5
Chain - Cairo & Giza,8801,سى اتش الفا 10 كيس,412C17,مسرح البالون/العجوزة,10698.954,0,10698.954,41,1,2025,5
Chain - Cairo & Giza,8801,سى اتش الفا 10 كيس,461C10,وسط القاهرة,16048.431,0,16048.431,60,3,2025,5
Chain - Cairo & Giza,8801,سى اتش الفا 10 كيس,63C12,الجيزة,21397.908,-5349.477,16048.431,60,3,2025,5
Chain - Cairo & Giza,8801,سى اتش الفا 10 كيس,73C12,الحوامدية,2547.37,0,2547.37,10,0,2025,5
Chain - Cairo & Giza,8801,سى اتش الفا 10 كيس,81C13,الدقى/بين السريات,27002.122,0,27002.122,100,6,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,1005C8,الخصوص,810.525,0,810.525,3,0,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,1007C7,مدينة العبور,1891.225,0,1891.225,7,0,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,167C14,المعادى الجديدة,39715.725,0,39715.725,140,7,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,187C11,الهرم 1,1350.875,0,1350.875,5,0,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,188C11,الهرم 2 / فيصل,270.175,0,270.175,1,0,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,188C13,الهرم 2 /فيصل,17021.025,0,17021.025,60,3,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,241C4,جسر السويس,3242.1,0,3242.1,12,0,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,277C10,روض الفرج,5673.675,0,5673.675,20,1,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,2C11,اكتوبر 6,253964.5,0,253964.5,889,51,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,320C16,شبرا الخيمة,10536.825,0,10536.825,38,1,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,350C8,عين شمس الشرقية,1080.7,0,1080.7,4,0,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,405C7,مدينة السلام,4052.625,0,4052.625,15,0,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,406C6,مدينة نصر 1,66192.875,0,66192.875,232,13,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,407C6,مدينة نصر 2,65652.525,0,65652.525,230,13,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,411C5,مساكن شيراتون,270.175,0,270.175,1,0,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,412C17,مسرح البالون/العجوزة,5673.675,0,5673.675,20,1,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,446C5,ميدان سفير,28638.55,0,28638.55,100,6,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,461C10,وسط القاهرة,32961.35,0,32961.35,117,5,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,63C12,الجيزة,114013.85,0,114013.85,400,22,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,73C12,الحوامدية,270.175,0,270.175,1,0,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,74C7,الخانكة,270.175,0,270.175,1,0,2025,5
Chain - Cairo & Giza,20879,سى اتش الفا بلس 10 كيس,81C13,الدقى/بين السريات,85915.65,0,85915.65,300,18,2025,5
Chain - Cairo & Giza,32059,فورتيبون 10 اكياس,188C11,الهرم 2 / فيصل,586.666,0,586.666,2,0,2025,5
Chain - Cairo & Giza,32059,فورتيبون 10 اكياس,280C6,زهراء مدينة نصر,586.666,0,586.666,2,0,2025,5
Chain - Cairo & Giza,32059,فورتيبون 10 اكياس,2C11,اكتوبر 6,3226.663,0,3226.663,11,0,2025,5
Chain - Cairo & Giza,32059,فورتيبون 10 اكياس,350C8,عين شمس الشرقية,1466.665,0,1466.665,5,0,2025,5
Chain - Cairo & Giza,32059,فورتيبون 10 اكياس,406C6,مدينة نصر 1,5279.994,0,5279.994,18,0,2025,5
Chain - Cairo & Giza,32059,فورتيبون 10 اكياس,407C6,مدينة نصر 2,1173.332,0,1173.332,4,0,2025,5
Chain - Cairo & Giza,32059,فورتيبون 10 اكياس,412C17,مسرح البالون/العجوزة,1466.665,-1466.665,0,0,0,2025,5
Chain - Cairo & Giza,32059,فورتيبون 10 اكياس,446C5,ميدان سفير,1173.332,0,1173.332,4,0,2025,5
Chain - Cairo & Giza,32059,فورتيبون 10 اكياس,63C12,الجيزة,6159.993,0,6159.993,21,0,2025,5
Chain - Cairo & Giza,32059,فورتيبون 10 اكياس,73C12,الحوامدية,879.999,0,879.999,3,0,2025,5
Chain - Cairo & Giza,32059,فورتيبون 10 اكياس,86A13,الروضة,1466.665,0,1466.665,5,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,105C12,السيدة/المدبح/زينهم,14960,0,14960,200,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,154C5,الكلية الحربية,1645.6,0,1645.6,22,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,165C4,المطارية,149.6,0,149.6,2,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,181C15,المهندسين,21318,0,21318,285,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,188C11,الهرم 2 / فيصل,1570.8,0,1570.8,21,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,231C11,بولاق الدكرور,448.8,0,448.8,6,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,241C4,جسر السويس,224.4,0,224.4,3,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,277C10,روض الفرج,1795.2,0,1795.2,24,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,2C11,اكتوبر 6,16979.6,0,16979.6,227,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,316C10,شارع شبرا وتفرعاته ا,2244,0,2244,30,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,350C8,عين شمس الشرقية,374,0,374,5,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,406C6,مدينة نصر 1,9948.4,0,9948.4,133,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,407C6,مدينة نصر 2,3740,0,3740,50,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,412C17,مسرح البالون/العجوزة,10098,0,10098,135,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,445C10,ميدان رمسيس,448.8,0,448.8,6,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,54C14,البدرشين,748,0,748,10,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,63C12,الجيزة,11968,0,11968,160,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,74C7,الخانكة,224.4,0,224.4,3,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,81C13,الدقى/بين السريات,2992,0,2992,40,0,2025,5
Chain - Cairo & Giza,6414,كيفين تك بلاستر 7 قطع,97C10,الساحل,2094.4,0,2094.4,28,0,2025,5
Key Acc. W Bani Suwa,8801,سى اتش الفا 10 كيس,3U2,ابشواى,509.474,0,509.474,2,0,2025,5
Key Acc. W Bani Suwa,20879,سى اتش الفا بلس 10 كيس,143U2,الفيوم,1350.875,0,1350.875,5,0,2025,5
Key Acc. W Bani Suwa,6414,كيفين تك بلاستر 7 قطع,143U2,الفيوم,2618,0,2618,35,0,2025,5
Key Acc. W Luxor,32059,فورتيبون 10 اكياس,453U7,نجع حمادى,2933.33,0,2933.33,10,0,2025,5
Key Acc. W Qabary,13167,جنجيجيل 20 مل,120A3,العامريه,7642.11,0,7642.11,30,0,2025,5
Key Acc. W Qabary,19252,جنجيجيل تيثينج 20 مل,120A3,العامريه,2346.664,0,2346.664,8,0,2025,5
Key Acc. W Qabary,8801,سى اتش الفا 10 كيس,408A3,مرسى مطروح,2547.37,0,2547.37,10,0,2025,5
Key Acc. W Qabary,20879,سى اتش الفا بلس 10 كيس,120A3,العامريه,5403.5,0,5403.5,20,0,2025,5
Key Acc. W Qabary,20879,سى اتش الفا بلس 10 كيس,408A3,مرسى مطروح,2701.75,0,2701.75,10,0,2025,5
Key Acc. W Qabary,6414,كيفين تك بلاستر 7 قطع,120A3,العامريه,748,0,748,10,0,2025,5
Key Acc. W Qabary,6414,كيفين تك بلاستر 7 قطع,377A8,كفرالدوار,29920,0,29920,400,0,2025,5
Key Acc. W Sohag,20879,سى اتش الفا بلس 10 كيس,306U6,سوهاج المدينة,13508.75,0,13508.75,50,0,2025,5
Key Accounts W Cairo,13167,جنجيجيل 20 مل,406C6,مدينة نصر 1,5094.74,0,5094.74,20,0,2025,5
Key Accounts W Cairo,13167,جنجيجيل 20 مل,90C9,الزاوية الحمراء,11208.428,0,11208.428,44,0,2025,5
Key Accounts W Cairo,19252,جنجيجيل تيثينج 20 مل,150C3,القناطرالخيرية,1466.665,0,1466.665,5,0,2025,5
Key Accounts W Cairo,19252,جنجيجيل تيثينج 20 مل,277C10,روض الفرج,1173.332,0,1173.332,4,0,2025,5
Key Accounts W Cairo,19252,جنجيجيل تيثينج 20 مل,90C9,الزاوية الحمراء,5866.66,0,5866.66,20,0,2025,5
Key Accounts W Giza,13167,جنجيجيل 20 مل,2C11,اكتوبر 6,1273.685,0,1273.685,5,0,2025,5
Key Accounts W Giza,19252,جنجيجيل تيثينج 20 مل,2C11,اكتوبر 6,1466.665,0,1466.665,5,0,2025,5
Key Accounts W Giza,20879,سى اتش الفا بلس 10 كيس,63C12,الجيزة,41336.775,0,41336.775,150,3,2025,5
Private Hospi Alex,8801,سى اتش الفا 10 كيس,309A6,سيدى جابر,254.737,0,254.737,1,0,2025,5
Private Hospi Alex,20879,سى اتش الفا بلس 10 كيس,125A4,العجمى ك21,1350.875,0,1350.875,5,0,2025,5
Private Hospi Alex,20879,سى اتش الفا بلس 10 كيس,297A3,سموحه,810.525,0,810.525,3,0,2025,5
Private Hospi Alex,20879,سى اتش الفا بلس 10 كيس,363A5,فيكتوريا,540.35,0,540.35,2,0,2025,5
Private Hospi Alex,20879,سى اتش الفا بلس 10 كيس,98A3,الساحل الشمالي,5673.675,0,5673.675,20,1,2025,5
Private Hospi Alex,6414,كيفين تك بلاستر 7 قطع,297A3,سموحه,224.4,0,224.4,3,0,2025,5
Private Hospi Alex,6414,كيفين تك بلاستر 7 قطع,98A3,الساحل الشمالي,7480,0,7480,100,0,2025,5
Private Hospi Cairo,13167,جنجيجيل 20 مل,155C5,الكوربة,764.211,0,764.211,3,0,2025,5
Private Hospi Cairo,13167,جنجيجيل 20 مل,406C6,مدينة نصر 1,5094.74,0,5094.74,20,0,2025,5
Private Hospi Cairo,13167,جنجيجيل 20 مل,407C6,مدينة نصر 2,254.737,0,254.737,1,0,2025,5
Private Hospi Cairo,13167,جنجيجيل 20 مل,96C4,الزيتون,509.474,0,509.474,2,0,2025,5
Private Hospi Cairo,13168,جنجيجيل غسول للفم 150 مل,406C6,مدينة نصر 1,5403.5,0,5403.5,20,0,2025,5
Private Hospi Cairo,13168,جنجيجيل غسول للفم 150 مل,96C4,الزيتون,270.175,0,270.175,1,0,2025,5
